ID,Дата,Год,Месяц_год,Местоположение,Бренд,Товар,Количество,Продажи,Себестоимость,Прибыль,Рентабельность
,2022-10-01,2022,202210,на Писаревской,Babidas,BA ais-1740,17,60367,15895.000000000002,44472.0,279.79
,2022-11-01,2022,202211,на Писаревской,Babidas,BA ais-1740,12,31392,11220.000000000002,20172.0,179.79
,2022-12-01,2022,202212,на Писаревской,Babidas,BA ais-1740,15,28890,14025.000000000002,14864.999999999998,105.99
,2021-01-01,2021,202101,на Писаревской,Babidas,BA ice-4231,22,114422,43472.0,70950.0,163.21
,2021-02-01,2021,202102,на Писаревской,Babidas,BA ice-4231,14,68530,27664.0,40866.0,147.72
,2021-03-01,2021,202103,на Писаревской,Babidas,BA ice-4231,11,46992,21736.0,25256.0,116.19
,2021-04-01,2021,202104,на Писаревской,Babidas,BA ice-4231,21,118587,41496.0,77091.0,185.78
,2021-05-01,2021,202105,на Писаревской,Babidas,BA ice-4231,26,157040,51376.0,105664.0,205.67
,2021-06-01,2021,202106,на Писаревской,Babidas,BA ice-4231,25,126325,49400.0,76925.0,155.72
,2021-07-01,2021,202107,на Писаревской,Babidas,BA ice-4231,26,90922,51376.0,39546.0,76.97
,2021-08-01,2021,202108,на Писаревской,Babidas,BA ice-4231,22,97196,43472.0,53724.0,123.58
,2021-09-01,2021,202109,на Писаревской,Babidas,BA ice-4231,23,93219,45448.0,47771.0,105.11
,2021-10-01,2021,202110,на Писаревской,Babidas,BA ice-4231,19,101232,37544.0,63688.0,169.64
,2021-11-01,2021,202111,на Писаревской,Babidas,BA ice-4231,14,76608,27664.0,48944.0,176.92
,2021-12-01,2021,202112,на Писаревской,Babidas,BA ice-4231,17,80767,33592.0,47175.0,140.44
,2022-01-01,2022,202201,на Писаревской,Babidas,BA ice-4231,24,129576,47424.0,82152.0,173.23
,2022-02-01,2022,202202,на Писаревской,Babidas,BA ice-4231,15,76455,29640.0,46815.0,157.95
,2022-03-01,2022,202203,на Писаревской,Babidas,BA ice-4231,12,47196,23712.0,23484.0,99.04
,2022-04-01,2022,202204,на Писаревской,Babidas,BA ice-4231,23,132848,45448.0,87400.0,192.31
,2022-05-01,2022,202205,на Писаревской,Babidas,BA ice-4231,28,170128,55328.0,114800.0,207.49
,2022-06-01,2022,202206,на Писаревской,Babidas,BA ice-4231,27,144342,53352.0,90990.0,170.55
,2022-07-01,2022,202207,на Писаревской,Babidas,BA ice-4231,28,107240,55328.0,51912.0,93.83
,2022-08-01,2022,202208,на Писаревской,Babidas,BA ice-4231,24,117288,47424.0,69864.0,147.32
,2022-09-01,2022,202209,на Писаревской,Babidas,BA ice-4231,26,121420,51376.0,70044.0,136.34
,2022-10-01,2022,202210,на Писаревской,Babidas,BA ice-4231,21,116466,41496.0,74970.0,180.67
,2022-11-01,2022,202211,на Писаревской,Babidas,BA ice-4231,15,77130,29640.0,47490.0,160.22
,2022-12-01,2022,202212,на Писаревской,Babidas,BA ice-4231,18,77616,35568.0,42048.0,118.22
,2021-01-01,2021,202101,на Писаревской,Babidas,BA ai-2960,20,127720,36000.0,91720.0,254.78
,2021-02-01,2021,202102,на Писаревской,Babidas,BA ai-2960,12,74136,21600.0,52536.0,243.22
,2021-03-01,2021,202103,на Писаревской,Babidas,BA ai-2960,10,51490,18000.0,33490.0,186.06
,2021-04-01,2021,202104,на Писаревской,Babidas,BA ai-2960,18,122562,32400.0,90162.0,278.28
,2021-05-01,2021,202105,на Писаревской,Babidas,BA ai-2960,23,156630,41400.0,115230.0,278.33
,2021-06-01,2021,202106,на Писаревской,Babidas,BA ai-2960,22,129316,39600.0,89716.0,226.56
,2021-07-01,2021,202107,на Писаревской,Babidas,BA ai-2960,23,110400,41400.0,69000.0,166.67
,2021-08-01,2021,202108,на Писаревской,Babidas,BA ai-2960,20,109440,36000.0,73440.0,204.0
,2021-09-01,2021,202109,на Писаревской,Babidas,BA ai-2960,21,126105,37800.0,88305.0,233.61
,2021-10-01,2021,202110,на Писаревской,Babidas,BA ai-2960,17,102255,30600.0,71655.0,234.17
,2021-11-01,2021,202111,на Писаревской,Babidas,BA ai-2960,12,73548,21600.0,51948.0,240.5
,2021-12-01,2021,202112,на Писаревской,Babidas,BA ai-2960,15,82605,27000.0,55605.0,205.94
,2022-01-01,2022,202201,на Писаревской,Babidas,BA ai-2960,22,125224,39600.0,85624.0,216.22
,2022-02-01,2022,202202,на Писаревской,Babidas,BA ai-2960,14,76272,25200.0,51072.0,202.67
,2022-03-01,2022,202203,на Писаревской,Babidas,BA ai-2960,11,60654,19800.0,40854.0,206.33
,2022-04-01,2022,202204,на Писаревской,Babidas,BA ai-2960,20,126100,36000.0,90100.0,250.28
,2022-05-01,2022,202205,на Писаревской,Babidas,BA ai-2960,26,159510,46800.0,112710.0,240.83
,2022-06-01,2022,202206,на Писаревской,Babidas,BA ai-2960,24,149496,43200.0,106296.0,246.06
,2022-07-01,2022,202207,на Писаревской,Babidas,BA ai-2960,26,116090,46800.0,69290.0,148.06
,2022-08-01,2022,202208,на Писаревской,Babidas,BA ai-2960,22,121066,39600.0,81466.0,205.72
,2022-09-01,2022,202209,на Писаревской,Babidas,BA ai-2960,23,130134,41400.0,88734.0,214.33
,2022-10-01,2022,202210,на Писаревской,Babidas,BA ai-2960,19,115007,34200.0,80807.0,236.28
,2022-11-01,2022,202211,на Писаревской,Babidas,BA ai-2960,14,83244,25200.0,58044.0,230.33
,2022-12-01,2022,202212,на Писаревской,Babidas,BA ai-2960,16,81584,28800.0,52784.0,183.28
,2021-01-01,2021,202101,на Писаревской,Asic,AS air-7520,13,467142,268450.0,198692.0,74.01
,2021-02-01,2021,202102,на Писаревской,Asic,AS air-7520,9,329490,185850.0,143640.0,77.29
,2021-03-01,2021,202103,на Писаревской,Asic,AS air-7520,7,252847,144550.0,108297.0,74.92
,2021-04-01,2021,202104,на Писаревской,Asic,AS air-7520,13,472836,268450.0,204386.0,76.14
,2021-05-01,2021,202105,на Писаревской,Asic,AS air-7520,16,591648,330400.0,261248.0,79.07
,2021-06-01,2021,202106,на Писаревской,Asic,AS air-7520,15,539505,309750.0,229755.0,74.17
,2021-07-01,2021,202107,на Писаревской,Asic,AS air-7520,16,561056,330400.0,230656.0,69.81
,2021-08-01,2021,202108,на Писаревской,Asic,AS air-7520,13,468858,268450.0,200408.0,74.65
,2021-09-01,2021,202109,на Писаревской,Asic,AS air-7520,14,495124,289100.0,206024.0,71.26
,2021-10-01,2021,202110,на Писаревской,Asic,AS air-7520,12,436596,247800.0,188796.0,76.19
,2021-11-01,2021,202111,на Писаревской,Asic,AS air-7520,9,325899,185850.0,140049.0,75.36
,2021-12-01,2021,202112,на Писаревской,Asic,AS air-7520,10,353100,206500.0,146600.0,70.99
,2022-01-01,2022,202201,на Писаревской,Asic,AS air-7520,15,549900,309750.0,240150.0,77.53
,2022-02-01,2022,202202,на Писаревской,Asic,AS air-7520,9,326529,185850.0,140679.0,75.69
,2022-03-01,2022,202203,на Писаревской,Asic,AS air-7520,8,289160,165200.0,123960.0,75.04
,2022-04-01,2022,202204,на Писаревской,Asic,AS air-7520,14,520576,289100.0,231476.0,80.07
,2022-05-01,2022,202205,на Писаревской,Asic,AS air-7520,17,622540,351050.0,271490.0,77.34
,2022-06-01,2022,202206,на Писаревской,Asic,AS air-7520,16,588400,330400.0,258000.0,78.09
,2022-07-01,2022,202207,на Писаревской,Asic,AS air-7520,17,587452,351050.0,236402.0,67.34
,2022-08-01,2022,202208,на Писаревской,Asic,AS air-7520,15,533595,309750.0,223845.0,72.27
,2022-09-01,2022,202209,на Писаревской,Asic,AS air-7520,16,577584,330400.0,247184.0,74.81
,2022-10-01,2022,202210,на Писаревской,Asic,AS air-7520,13,475085,268450.0,206635.0,76.97
,2022-11-01,2022,202211,на Писаревской,Asic,AS air-7520,9,328392,185850.0,142542.0,76.7
,2022-12-01,2022,202212,на Писаревской,Asic,AS air-7520,11,396627,227150.0,169477.0,74.61
,2021-01-01,2021,202101,на Писаревской,Asic,AS grou-3318,11,362571,172480.0,190091.0,110.21
,2021-02-01,2021,202102,на Писаревской,Asic,AS grou-3318,7,238140,109760.0,128380.0,116.96
,2021-03-01,2021,202103,на Писаревской,Asic,AS grou-3318,6,194928,94080.0,100848.0,107.19
,2021-04-01,2021,202104,на Писаревской,Asic,AS grou-3318,10,336440,156800.0,179640.0,114.57
,2021-05-01,2021,202105,на Писаревской,Asic,AS grou-3318,13,437814,203840.0,233974.0,114.78
,2021-06-01,2021,202106,на Писаревской,Asic,AS grou-3318,12,395760,188160.0,207600.0,110.33
,2021-07-01,2021,202107,на Писаревской,Asic,AS grou-3318,13,405392,203840.0,201552.0,98.88
,2021-08-01,2021,202108,на Писаревской,Asic,AS grou-3318,11,361383,172480.0,188903.0,109.52
,2021-09-01,2021,202109,на Писаревской,Asic,AS grou-3318,11,360349,172480.0,187869.0,108.92
,2021-10-01,2021,202110,на Писаревской,Asic,AS grou-3318,10,330040,156800.0,173240.0,110.48
,2021-11-01,2021,202111,на Писаревской,Asic,AS grou-3318,7,232225,109760.0,122465.0,111.58
,2021-12-01,2021,202112,на Писаревской,Asic,AS grou-3318,8,257760,125440.0,132320.0,105.48
,2022-01-01,2022,202201,на Писаревской,Asic,AS grou-3318,12,406128,188160.0,217968.0,115.84
,2022-02-01,2022,202202,на Писаревской,Asic,AS grou-3318,8,272128,125440.0,146688.0,116.94
,2022-03-01,2022,202203,на Писаревской,Asic,AS grou-3318,6,198096,94080.0,104016.0,110.56
,2022-04-01,2022,202204,на Писаревской,Asic,AS grou-3318,11,373890,172480.0,201410.0,116.77
,2022-05-01,2022,202205,на Писаревской,Asic,AS grou-3318,14,477596,219520.0,258076.0,117.56
,2022-06-01,2022,202206,на Писаревской,Asic,AS grou-3318,13,441454,203840.0,237614.0,116.57
,2022-07-01,2022,202207,на Писаревской,Asic,AS grou-3318,14,448504,219520.0,228984.0,104.31
,2022-08-01,2022,202208,на Писаревской,Asic,AS grou-3318,12,390444,188160.0,202284.0,107.51
,2022-09-01,2022,202209,на Писаревской,Asic,AS grou-3318,13,428077,203840.0,224237.0,110.01
,2022-10-01,2022,202210,на Писаревской,Asic,AS grou-3318,10,329500,156800.0,172700.0,110.14
,2022-11-01,2022,202211,на Писаревской,Asic,AS grou-3318,8,267256,125440.0,141816.0,113.05
,2022-12-01,2022,202212,на Писаревской,Asic,AS grou-3318,9,297684,141120.0,156564.0,110.94
,2021-01-01,2021,202101,на Писаревской,Asic,AS gre-2748,12,522840,216720.0,306120.0,141.25
,2021-02-01,2021,202102,на Писаревской,Asic,AS gre-2748,8,349184,144480.0,204704.0,141.68
,2021-03-01,2021,202103,на Писаревской,Asic,AS gre-2748,6,258672,108360.0,150312.0,138.72
,2021-04-01,2021,202104,на Писаревской,Asic,AS gre-2748,11,475871,198660.0,277211.0,139.54
,2021-05-01,2021,202105,на Писаревской,Asic,AS gre-2748,14,618856,252840.0,366016.0,144.76
,2021-06-01,2021,202106,на Писаревской,Asic,AS gre-2748,13,558558,234780.0,323778.0,137.91
,2021-07-01,2021,202107,на Писаревской,Asic,AS gre-2748,14,577528,252840.0,324688.0,128.42
,2021-08-01,2021,202108,на Писаревской,Asic,AS gre-2748,12,509004,216720.0,292284.0,134.87
,2021-09-01,2021,202109,на Писаревской,Asic,AS gre-2748,13,561678,234780.0,326898.0,139.24
,2021-10-01,2021,202110,на Писаревской,Asic,AS gre-2748,11,478764,198660.0,280104.0,141.0
,2021-11-01,2021,202111,на Писаревской,Asic,AS gre-2748,8,343520,144480.0,199040.0,137.76
,2021-12-01,2021,202112,на Писаревской,Asic,AS gre-2748,9,385650,162540.0,223110.0,137.26
,2022-01-01,2022,202201,на Писаревской,Asic,AS gre-2748,13,557466,234780.0,322686.0,137.44
,2022-02-01,2022,202202,на Писаревской,Asic,AS gre-2748,8,345360,144480.0,200880.0,139.04
,2022-03-01,2022,202203,на Писаревской,Asic,AS gre-2748,7,300034,126420.0,173614.0,137.33
,2022-04-01,2022,202204,на Писаревской,Asic,AS gre-2748,12,525804,216720.0,309084.0,142.62
,2022-05-01,2022,202205,на Писаревской,Asic,AS gre-2748,16,700160,288960.0,411200.0,142.3
,2022-06-01,2022,202206,на Писаревской,Asic,AS gre-2748,15,653385,270900.0,382485.0,141.19
,2022-07-01,2022,202207,на Писаревской,Asic,AS gre-2748,16,676240,288960.0,387280.0,134.03
,2022-08-01,2022,202208,на Писаревской,Asic,AS gre-2748,13,555919,234780.0,321139.0,136.78
,2022-09-01,2022,202209,на Писаревской,Asic,AS gre-2748,14,596792,252840.0,343952.0,136.04
,2022-10-01,2022,202210,на Писаревской,Asic,AS gre-2748,12,517320,216720.0,300600.0,138.7
,2022-11-01,2022,202211,на Писаревской,Asic,AS gre-2748,8,342304,144480.0,197824.0,136.92
,2022-12-01,2022,202212,на Писаревской,Asic,AS gre-2748,10,429560,180600.0,248960.0,137.85
,2021-01-01,2021,202101,на Писаревской,Asic,AS earth-9544,11,320331,123200.0,197131.0,160.01
,2021-02-01,2021,202102,на Писаревской,Asic,AS earth-9544,7,204715,78400.0,126315.0,161.12
,2021-03-01,2021,202103,на Писаревской,Asic,AS earth-9544,6,170868,67200.0,103668.0,154.27
,2021-04-01,2021,202104,на Писаревской,Asic,AS earth-9544,10,293940,112000.0,181940.0,162.45
,2021-05-01,2021,202105,на Писаревской,Asic,AS earth-9544,13,388037,145600.0,242437.0,166.51
,2021-06-01,2021,202106,на Писаревской,Asic,AS earth-9544,12,352824,134400.0,218424.0,162.52
,2021-07-01,2021,202107,на Писаревской,Asic,AS earth-9544,13,354614,145600.0,209014.0,143.55
,2021-08-01,2021,202108,на Писаревской,Asic,AS earth-9544,11,319242,123200.0,196042.0,159.12
,2021-09-01,2021,202109,на Писаревской,Asic,AS earth-9544,12,350088,134400.0,215688.0,160.48
,2021-10-01,2021,202110,на Писаревской,Asic,AS earth-9544,10,290900,112000.0,178900.0,159.73
,2021-11-01,2021,202111,на Писаревской,Asic,AS earth-9544,7,202503,78400.0,124103.0,158.29
,2021-12-01,2021,202112,на Писаревской,Asic,AS earth-9544,8,229352,89600.0,139752.0,155.97
,2022-01-01,2022,202201,на Писаревской,Asic,AS earth-9544,12,353784,134400.0,219384.0,163.23
,2022-02-01,2022,202202,на Писаревской,Asic,AS earth-9544,8,241184,89600.0,151584.0,169.18
,2022-03-01,2022,202203,на Писаревской,Asic,AS earth-9544,6,171132,67200.0,103932.0,154.66
,2022-04-01,2022,202204,на Писаревской,Asic,AS earth-9544,11,328185,123200.0,204985.0,166.38
,2022-05-01,2022,202205,на Писаревской,Asic,AS earth-9544,14,428456,156800.0,271656.0,173.25
,2022-06-01,2022,202206,на Писаревской,Asic,AS earth-9544,13,378001,145600.0,232401.0,159.62
,2022-07-01,2022,202207,на Писаревской,Asic,AS earth-9544,14,392658,156800.0,235858.0,150.42
,2022-08-01,2022,202208,на Писаревской,Asic,AS earth-9544,12,339576,134400.0,205176.0,152.66
,2022-09-01,2022,202209,на Писаревской,Asic,AS earth-9544,13,379236,145600.0,233636.0,160.46
,2022-10-01,2022,202210,на Писаревской,Asic,AS earth-9544,11,321893,123200.0,198693.0,161.28
,2022-11-01,2022,202211,на Писаревской,Asic,AS earth-9544,8,234936,89600.0,145336.0,162.21
,2022-12-01,2022,202212,на Писаревской,Asic,AS earth-9544,9,258705,100800.0,157905.0,156.65
,2021-01-01,2021,202101,на Писаревской,Asic,AS ais-7331,14,643342,352800.00000000006,290541.99999999994,82.35
,2021-02-01,2021,202102,на Писаревской,Asic,AS ais-7331,9,422451,226800.00000000003,195650.99999999997,86.27
,2021-03-01,2021,202103,на Писаревской,Asic,AS ais-7331,7,321867,176400.00000000003,145466.99999999997,82.46
,2021-04-01,2021,202104,на Писаревской,Asic,AS ais-7331,13,613314,327600.00000000006,285713.99999999994,87.21
,2021-05-01,2021,202105,на Писаревской,Asic,AS ais-7331,16,748992,403200.00000000006,345791.99999999994,85.76
,2021-06-01,2021,202106,на Писаревской,Asic,AS ais-7331,15,688650,378000.00000000006,310649.99999999994,82.18
,2021-07-01,2021,202107,на Писаревской,Asic,AS ais-7331,16,718720,403200.00000000006,315519.99999999994,78.25
,2021-08-01,2021,202108,на Писаревской,Asic,AS ais-7331,14,645540,352800.00000000006,292739.99999999994,82.98
,2021-09-01,2021,202109,на Писаревской,Asic,AS ais-7331,15,678885,378000.00000000006,300884.99999999994,79.6
,2021-10-01,2021,202110,на Писаревской,Asic,AS ais-7331,12,550932,302400.00000000006,248531.99999999994,82.19
,2021-11-01,2021,202111,на Писаревской,Asic,AS ais-7331,9,415188,226800.00000000003,188387.99999999997,83.06
,2021-12-01,2021,202112,на Писаревской,Asic,AS ais-7331,10,455800,252000.00000000003,203799.99999999997,80.87
,2022-01-01,2022,202201,на Писаревской,Asic,AS ais-7331,15,696045,378000.00000000006,318044.99999999994,84.14
,2022-02-01,2022,202202,на Писаревской,Asic,AS ais-7331,10,463540,252000.00000000003,211539.99999999997,83.94
,2022-03-01,2022,202203,на Писаревской,Asic,AS ais-7331,8,361824,201600.00000000003,160223.99999999997,79.48
,2022-04-01,2022,202204,на Писаревской,Asic,AS ais-7331,14,656810,352800.00000000006,304009.99999999994,86.17
,2022-05-01,2022,202205,на Писаревской,Asic,AS ais-7331,18,845874,453600.00000000006,392273.99999999994,86.48
,2022-06-01,2022,202206,на Писаревской,Asic,AS ais-7331,17,791588,428400.00000000006,363187.99999999994,84.78
,2022-07-01,2022,202207,на Писаревской,Asic,AS ais-7331,18,815058,453600.00000000006,361457.99999999994,79.69
,2022-08-01,2022,202208,на Писаревской,Asic,AS ais-7331,15,689685,378000.00000000006,311684.99999999994,82.46
,2022-09-01,2022,202209,на Писаревской,Asic,AS ais-7331,16,728528,403200.00000000006,325327.99999999994,80.69
,2022-10-01,2022,202210,на Писаревской,Asic,AS ais-7331,13,608257,327600.00000000006,280656.99999999994,85.67
,2022-11-01,2022,202211,на Писаревской,Asic,AS ais-7331,10,461340,252000.00000000003,209339.99999999997,83.07
,2022-12-01,2022,202212,на Писаревской,Asic,AS ais-7331,11,497200,277200.00000000006,219999.99999999994,79.37
,2021-01-01,2021,202101,на Писаревской,Asic,AS ice-2172,14,254226,133280.0,120946.0,90.75
,2021-02-01,2021,202102,на Писаревской,Asic,AS ice-2172,9,168453,85680.0,82773.0,96.61
,2021-03-01,2021,202103,на Писаревской,Asic,AS ice-2172,7,125622,66640.0,58982.0,88.51
,2021-04-01,2021,202104,на Писаревской,Asic,AS ice-2172,13,236457,123760.0,112697.0,91.06
,2021-05-01,2021,202105,на Писаревской,Asic,AS ice-2172,16,305760,152320.0,153440.0,100.74
,2021-06-01,2021,202106,на Писаревской,Asic,AS ice-2172,15,268890,142800.0,126090.0,88.3
,2021-07-01,2021,202107,на Писаревской,Asic,AS ice-2172,16,273408,152320.0,121088.0,79.5
,2021-08-01,2021,202108,на Писаревской,Asic,AS ice-2172,14,247380,133280.0,114100.0,85.61
,2021-09-01,2021,202109,на Писаревской,Asic,AS ice-2172,15,270000,142800.0,127200.0,89.08
,2021-10-01,2021,202110,на Писаревской,Asic,AS ice-2172,12,221196,114240.0,106956.0,93.62
,2021-11-01,2021,202111,на Писаревской,Asic,AS ice-2172,9,161253,85680.0,75573.0,88.2
,2021-12-01,2021,202112,на Писаревской,Asic,AS ice-2172,10,180360,95200.0,85160.0,89.45
,2022-01-01,2022,202201,на Писаревской,Asic,AS ice-2172,15,273420,142800.0,130620.0,91.47
,2022-02-01,2022,202202,на Писаревской,Asic,AS ice-2172,10,179030,95200.0,83830.0,88.06
,2022-03-01,2022,202203,на Писаревской,Asic,AS ice-2172,8,142968,76160.0,66808.0,87.72
,2022-04-01,2022,202204,на Писаревской,Asic,AS ice-2172,14,265664,133280.0,132384.0,99.33
,2022-05-01,2022,202205,на Писаревской,Asic,AS ice-2172,18,347112,171360.0,175752.0,102.56
,2022-06-01,2022,202206,на Писаревской,Asic,AS ice-2172,17,304436,161840.0,142596.0,88.11
,2022-07-01,2022,202207,на Писаревской,Asic,AS ice-2172,18,302400,171360.0,131040.0,76.47
,2022-08-01,2022,202208,на Писаревской,Asic,AS ice-2172,15,260655,142800.0,117855.0,82.53
,2022-09-01,2022,202209,на Писаревской,Asic,AS ice-2172,16,292416,152320.0,140096.0,91.97
,2022-10-01,2022,202210,на Писаревской,Asic,AS ice-2172,13,245583,123760.0,121823.0,98.43
,2022-11-01,2022,202211,на Писаревской,Asic,AS ice-2172,10,183130,95200.0,87930.0,92.36
,2022-12-01,2022,202212,на Писаревской,Asic,AS ice-2172,11,199925,104720.0,95205.0,90.91
,2021-01-01,2021,202101,на Писаревской,Asic,AS ai-7676,11,440968,180180.0,260788.0,144.74
,2021-02-01,2021,202102,на Писаревской,Asic,AS ai-7676,7,282002,114660.0,167342.0,145.95
,2021-03-01,2021,202103,на Писаревской,Asic,AS ai-7676,6,237474,98280.0,139194.0,141.63
,2021-04-01,2021,202104,на Писаревской,Asic,AS ai-7676,10,407960,163800.0,244160.0,149.06
,2021-05-01,2021,202105,на Писаревской,Asic,AS ai-7676,13,525109,212940.0,312169.0,146.6
,2021-06-01,2021,202106,на Писаревской,Asic,AS ai-7676,12,478416,196560.0,281856.0,143.39
,2021-07-01,2021,202107,на Писаревской,Asic,AS ai-7676,13,502788,212940.0,289848.0,136.12
,2021-08-01,2021,202108,на Писаревской,Asic,AS ai-7676,11,438207,180180.0,258027.0,143.21
,2021-09-01,2021,202109,на Писаревской,Asic,AS ai-7676,12,481116,196560.0,284556.0,144.77
,2021-10-01,2021,202110,на Писаревской,Asic,AS ai-7676,10,408570,163800.0,244770.0,149.43
,2021-11-01,2021,202111,на Писаревской,Asic,AS ai-7676,7,280378,114660.0,165718.0,144.53
,2021-12-01,2021,202112,на Писаревской,Asic,AS ai-7676,8,316832,131040.0,185792.0,141.78
,2022-01-01,2022,202201,на Писаревской,Asic,AS ai-7676,12,484296,196560.0,287736.0,146.39
,2022-02-01,2022,202202,на Писаревской,Asic,AS ai-7676,8,321240,131040.0,190200.0,145.15
,2022-03-01,2022,202203,на Писаревской,Asic,AS ai-7676,6,237174,98280.0,138894.0,141.32
,2022-04-01,2022,202204,на Писаревской,Asic,AS ai-7676,11,451451,180180.0,271271.0,150.56
,2022-05-01,2022,202205,на Писаревской,Asic,AS ai-7676,14,572950,229320.0,343630.0,149.85
,2022-06-01,2022,202206,на Писаревской,Asic,AS ai-7676,14,574854,229320.0,345534.0,150.68
,2022-07-01,2022,202207,на Писаревской,Asic,AS ai-7676,14,551194,229320.0,321874.0,140.36
,2022-08-01,2022,202208,на Писаревской,Asic,AS ai-7676,12,476520,196560.0,279960.0,142.43
,2022-09-01,2022,202209,на Писаревской,Asic,AS ai-7676,13,517322,212940.0,304382.0,142.94
,2022-10-01,2022,202210,на Писаревской,Asic,AS ai-7676,11,440935,180180.0,260755.0,144.72
,2022-11-01,2022,202211,на Писаревской,Asic,AS ai-7676,8,321056,131040.0,190016.0,145.01
,2022-12-01,2022,202212,на Писаревской,Asic,AS ai-7676,9,357471,147420.0,210051.0,142.48
,2021-01-01,2021,202101,на Писаревской,Gunverse,GU air-3053,33,211431,75900.0,135531.0,178.57
,2021-02-01,2021,202102,на Писаревской,Gunverse,GU air-3053,21,132258,48300.0,83958.0,173.83
,2021-03-01,2021,202103,на Писаревской,Gunverse,GU air-3053,17,100011,39100.0,60911.0,155.78
,2021-04-01,2021,202104,на Писаревской,Gunverse,GU air-3053,31,226858,71300.0,155558.0,218.17
,2021-05-01,2021,202105,на Писаревской,Gunverse,GU air-3053,40,258280,92000.0,166280.0,180.74
,2021-06-01,2021,202106,на Писаревской,Gunverse,GU air-3053,38,233396,87400.0,145996.0,167.04
,2021-07-01,2021,202107,на Писаревской,Gunverse,GU air-3053,40,167600,92000.0,75600.0,82.17
,2021-08-01,2021,202108,на Писаревской,Gunverse,GU air-3053,33,186648,75900.0,110748.0,145.91
,2021-09-01,2021,202109,на Писаревской,Gunverse,GU air-3053,36,191592,82800.0,108792.0,131.39
,2021-10-01,2021,202110,на Писаревской,Gunverse,GU air-3053,29,195895,66700.0,129195.0,193.7
,2021-11-01,2021,202111,на Писаревской,Gunverse,GU air-3053,21,139272,48300.0,90972.0,188.35
,2021-12-01,2021,202112,на Писаревской,Gunverse,GU air-3053,25,142650,57500.0,85150.0,148.09
,2022-01-01,2022,202201,на Писаревской,Gunverse,GU air-3053,37,222259,85100.0,137159.0,161.17
,2022-02-01,2022,202202,на Писаревской,Gunverse,GU air-3053,23,147292,52900.0,94392.0,178.43
,2022-03-01,2022,202203,на Писаревской,Gunverse,GU air-3053,19,118199,43700.0,74499.0,170.48
,2022-04-01,2022,202204,на Писаревской,Gunverse,GU air-3053,34,211038,78200.0,132838.0,169.87
,2022-05-01,2022,202205,на Писаревской,Gunverse,GU air-3053,44,278212,101200.0,177012.0,174.91
,2022-06-01,2022,202206,на Писаревской,Gunverse,GU air-3053,41,256742,94300.0,162442.0,172.26
,2022-07-01,2022,202207,на Писаревской,Gunverse,GU air-3053,44,181148,101200.0,79948.0,79.0
,2022-08-01,2022,202208,на Писаревской,Gunverse,GU air-3053,37,220816,85100.0,135716.0,159.48
,2022-09-01,2022,202209,на Писаревской,Gunverse,GU air-3053,39,217893,89700.0,128193.0,142.91
,2022-10-01,2022,202210,на Писаревской,Gunverse,GU air-3053,32,204864,73600.0,131264.0,178.35
,2022-11-01,2022,202211,на Писаревской,Gunverse,GU air-3053,23,144555,52900.0,91655.0,173.26
,2022-12-01,2022,202212,на Писаревской,Gunverse,GU air-3053,28,176288,64400.0,111888.0,173.74
,2021-01-01,2021,202101,на Писаревской,Gunverse,GU grou-6409,30,313710,121500.0,192210.0,158.2
,2021-02-01,2021,202102,на Писаревской,Gunverse,GU grou-6409,19,192413,76950.0,115463.0,150.05
,2021-03-01,2021,202103,на Писаревской,Gunverse,GU grou-6409,15,150495,60750.0,89745.0,147.73
,2021-04-01,2021,202104,на Писаревской,Gunverse,GU grou-6409,28,314216,113400.0,200816.0,177.09
,2021-05-01,2021,202105,на Писаревской,Gunverse,GU grou-6409,35,392735,141750.0,250985.0,177.06
,2021-06-01,2021,202106,на Писаревской,Gunverse,GU grou-6409,33,334554,133650.0,200904.0,150.32
,2021-07-01,2021,202107,на Писаревской,Gunverse,GU grou-6409,35,316435,141750.0,174685.0,123.23
,2021-08-01,2021,202108,на Писаревской,Gunverse,GU grou-6409,30,304170,121500.0,182670.0,150.35
,2021-09-01,2021,202109,на Писаревской,Gunverse,GU grou-6409,31,299522,125550.0,173972.0,138.57
,2021-10-01,2021,202110,на Писаревской,Gunverse,GU grou-6409,26,258934,105300.0,153634.0,145.9
,2021-11-01,2021,202111,на Писаревской,Gunverse,GU grou-6409,19,197923,76950.0,120973.0,157.21
,2021-12-01,2021,202112,на Писаревской,Gunverse,GU grou-6409,22,211156,89100.0,122056.0,136.99
,2022-01-01,2022,202201,на Писаревской,Gunverse,GU grou-6409,33,316107,133650.0,182457.0,136.52
,2022-02-01,2022,202202,на Писаревской,Gunverse,GU grou-6409,21,217434,85050.0,132384.0,155.65
,2022-03-01,2022,202203,на Писаревской,Gunverse,GU grou-6409,17,163319,68850.0,94469.0,137.21
,2022-04-01,2022,202204,на Писаревской,Gunverse,GU grou-6409,31,335637,125550.0,210087.0,167.33
,2022-05-01,2022,202205,на Писаревской,Gunverse,GU grou-6409,39,421239,157950.0,263289.0,166.69
,2022-06-01,2022,202206,на Писаревской,Gunverse,GU grou-6409,37,369741,149850.0,219891.0,146.74
,2022-07-01,2022,202207,на Писаревской,Gunverse,GU grou-6409,39,334971,157950.0,177021.0,112.07
,2022-08-01,2022,202208,на Писаревской,Gunverse,GU grou-6409,33,319770,133650.0,186120.0,139.26
